IntID#,REF,Journal,Group,Class,Order,Genus,species,Light,Light2,Temp,Salinity,Nutrient,Container,Treat1,Treat2,Media,Data,sumSAFA,sumMUFA,sumPUFA,c18.2w6,c18.3w6,c18.3w3,c18.4w3,c18.5w3,c20.4w6,c20.5w3,c22.6w3
106,Renaud1999,Aquaculture,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonema,sp,80,12,25,25,Replete,1.5L-Flask,Pelagic,,f/2,prop,32,27.7,36.8,2.2,0.3,0.8,1.2,0,0.9,12.9,1.4
107,Renaud1999,Aquaculture,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonema,costatum,80,12,25,25,Replete,1.5L-Flask,Pelagic,,f/2,prop,33,29.4,34.8,1.2,0.5,1,1.8,0,1.4,13,1.8
108,Renaud1999,Aquaculture,Ochrophyta,Bacillariophyceae,NA,Unidentified,NA,80,12,25,25,Replete,1.5L-Flask,Benthic,,f/2,prop,27.2,23.2,46.5,0.9,0.4,0.8,0,0,1.5,23.3,2.2
109,Renaud1999,Aquaculture,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,sp,80,12,25,25,Replete,1.5L-Flask,Pelagic,,f/2,prop,14.4,6,75.2,0.6,0,25.1,30.7,0,0.2,12,6.6
110,Renaud1999,Aquaculture,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,sp,80,12,25,25,Replete,1.5L-Flask,Pelagic,,f/2,prop,22.6,11,65.8,1.9,1.8,25.2,22.6,0,0,8.7,4.6
111,Renaud1999,Aquaculture,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmis,sp,80,12,25,25,Replete,1.5L-Flask,Pelagic,,f/2,prop,23.9,12.7,61.6,3,1.3,14,18,0,1.9,2.4,3
112,Renaud1999,Aquaculture,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Tetraselmis,sp,80,12,25,25,Replete,1.5L-Flask,Pelagic,,f/2,prop,21.7,12.9,60.5,4.4,0,21.7,7.7,0.6,0.7,4.3,0.1
113,Renaud1999,Aquaculture,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Tetraselmis,sp,80,12,25,25,Replete,1.5L-Flask,Pelagic,,f/2,prop,24.7,16.5,52.2,5.9,0,18.2,6.1,1.2,0.2,3.9,0.1
114,Renaud1999,Aquaculture,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysis,sp,80,12,25,25,Replete,1.5L-Flask,Pelagic,,f/2,prop,30.3,11.3,56.4,4,1,5.7,19,10.6,0,0.9,9.9
115,Renaud1999,Aquaculture,Haptophyta,Coccolithophyceae,NA,Unidentified,NA,80,12,25,25,Replete,1.5L-Flask,Benthic,,f/2,prop,28.9,20.5,48.4,4.2,2.5,3.1,9.5,0,2.4,21.4,5.3
116,Renaud1999,Aquaculture,Haptophyta,NA,NA,Unidentified,NA,80,12,25,25,Replete,1.5L-Flask,Benthic,,f/2,prop,25.9,19.5,53.9,4.7,0.9,12.1,19.4,0,0.4,5.6,3.1
117,Renaud1999,Aquaculture,Haptophyta,NA,NA,Unidentified,NA,80,12,25,25,Replete,1.5L-Flask,Benthic,,f/2,prop,28.4,18.3,52.3,3.9,0.6,10.5,19.7,0,0.3,6.3,3.9
118,Renaud1999,Aquaculture,Rhodophyta,Stylonematophyceae,Stylonematales,Rhodosorus,sp,80,12,25,25,Replete,1.5L-Flask,Pelagic,,f/2,prop,33.9,18.7,43.6,9.8,0,20.7,0,0,2.5,7.8,0.4
119,Renaud2002,Aquaculture,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,sp,80,12,25,25,Replete,1.5L-Flask,,,f/2,prop,25.2,8.7,64.7,1.3,0.2,19.8,28.1,0,0.3,7.7,3.8
120,Renaud2002,Aquaculture,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,sp,80,12,27,25,Replete,1.5L-Flask,,,f/2,prop,26.3,8.3,63.9,1.8,0.5,19,28.1,0,0.2,7.6,3.7
121,Renaud2002,Aquaculture,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,sp,80,12,30,25,Replete,1.5L-Flask,,,f/2,prop,31,9.3,57.7,3.3,0.4,23,18.8,0,0.3,5.5,2.7
122,Renaud2002,Aquaculture,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,sp,80,12,33,25,Replete,1.5L-Flask,,,f/2,prop,40.3,11.9,45,5.7,0.1,14.6,9.5,0,0.6,4.7,2.6
123,Renaud2002,Aquaculture,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,sp,80,12,25,25,Replete,1.5L-Flask,,,f/2,prop,25.7,6.7,63.9,0.9,0,21,26.6,0,0,7.2,4.1
124,Renaud2002,Aquaculture,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,sp,80,12,27,25,Replete,1.5L-Flask,,,f/2,prop,27.5,7.4,60.1,1,0,20.6,22.1,0,0,8.1,4.6
125,Renaud2002,Aquaculture,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,sp,80,12,30,25,Replete,1.5L-Flask,,,f/2,prop,29.5,7.5,57.8,1.2,0,20.2,20.9,0,0,7.7,4.3
126,Renaud2002,Aquaculture,Haptophyta,Coccolithophyceae,NA,Unidentified,NA,80,12,25,25,Replete,1.5L-Flask,,,f/2,prop,32.3,17.8,44.7,2.3,0.2,3.5,8.1,0,3.1,19.1,4.2
127,Renaud2002,Aquaculture,Haptophyta,Coccolithophyceae,NA,Unidentified,NA,80,12,27,25,Replete,1.5L-Flask,,,f/2,prop,33.1,22.2,40.6,2.4,0,3.3,3.3,0,5,16.3,1.8
128,Renaud2002,Aquaculture,Haptophyta,Coccolithophyceae,NA,Unidentified,NA,80,12,30,25,Replete,1.5L-Flask,,,f/2,prop,31.6,22.6,41,2.4,0,3.3,3.5,0,5.4,16,1.8
129,Renaud2002,Aquaculture,Haptophyta,Coccolithophyceae,NA,Unidentified,NA,80,12,33,25,Replete,1.5L-Flask,,,f/2,prop,36.2,22.3,36.8,2.9,0.3,4.2,3.7,0,4.7,14,2.3
130,Renaud2002,Aquaculture,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysis,sp,80,12,25,25,Replete,1.5L-Flask,,,f/2,prop,39,20.5,37.4,4.1,0.6,7.6,14.5,1.9,0,1.5,5.4
131,Renaud2002,Aquaculture,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysis,sp,80,12,27,25,Replete,1.5L-Flask,,,f/2,prop,44.5,15.9,37.5,4.6,0.6,8.1,14.2,1.5,0,0.5,5.4
132,Renaud2002,Aquaculture,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysis,sp,80,12,30,25,Replete,1.5L-Flask,,,f/2,prop,41.7,16.8,37.7,5.7,0.7,8.4,13.5,0.5,0,0.6,6.6
133,Renaud2002,Aquaculture,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysis,sp,80,12,33,25,Replete,1.5L-Flask,,,f/2,prop,41.5,18,37.3,3.6,0.3,9.6,11.91,3.7,0,0.8,5.8
134,Renaud2002,Aquaculture,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,sp,80,12,25,25,Replete,1.5L-Flask,,,f/2,prop,33.5,39.4,19.5,0.4,0.9,0.5,0.6,0,4.1,8,1
135,Renaud2002,Aquaculture,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,sp,80,12,27,25,Replete,1.5L-Flask,,,f/2,prop,31.6,39.3,20.8,1.2,0.6,0.6,0.4,0,4.5,6.7,0.6
136,Renaud2002,Aquaculture,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,sp,80,12,30,25,Replete,1.5L-Flask,,,f/2,prop,32.1,42.5,19,1.1,0.8,0.4,0.2,0,4,6.5,0.4
137,Renaud2002,Aquaculture,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,sp,80,12,33,25,Replete,1.5L-Flask,,,f/2,prop,33.8,40,19.8,1.3,0.8,0.5,0.5,0,3.6,6.9,0.4
138,Renaud2002,Aquaculture,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,sp,80,12,35,25,Replete,1.5L-Flask,,,f/2,prop,38.2,36.5,20.4,1.2,1,1,0.3,0,2.7,6.6,0.3
139,Mooney2007,Jphyc,Dinophyta,Dinophyceae,Brachidiniales,Karenia,brevis,80,12,20,32,Replete,0.2L-Bottle,,,Gse,prop,41.9,22.2,35.9,3.1,0,0,1,14,0,0.8,15
140,Mooney2007,Jphyc,Dinophyta,Dinophyceae,Brachidiniales,Karenia,mikimotoi,80,12,17,32,Replete,0.2L-Bottle,,,Gse,prop,42.1,13.2,44.6,3.3,0,0,0.5,21.3,0,1.1,10.2
141,Mooney2007,Jphyc,Dinophyta,Dinophyceae,Brachidiniales,Karenia,papilionacea,80,12,20,32,Replete,0.2L-Bottle,,,Gse,prop,48.5,15.7,35.8,0.2,0,0,1,23.1,0,0.8,7.8
142,Mooney2007,Jphyc,Dinophyta,Dinophyceae,Brachidiniales,Karenia,papilionacea,80,12,20,32,Replete,0.2L-Bottle,,,Gse,prop,52.9,16,31.1,0.4,0,0,0.6,16.1,0,0.7,10.5
143,Mooney2007,Jphyc,Dinophyta,Dinophyceae,Brachidiniales,Karenia,umbella,80,12,20,32,Replete,0.2L-Bottle,,,Gse,prop,50.5,11.6,37.9,7.2,0,0,0.7,15.4,0,0.8,12.1
144,Mooney2007,Jphyc,Dinophyta,Dinophyceae,Brachidiniales,Karlodinium,sp,80,12,17,32,Replete,0.2L-Bottle,,,Gse,prop,42.4,11,46.6,2.1,0,0,0.4,19.5,0,1,17.7
145,Mooney2007,Jphyc,Dinophyta,Dinophyceae,Brachidiniales,Karlodinium,veneficum,80,12,20,32,Replete,0.2L-Bottle,,,Gse,prop,37.2,13.4,49.4,0.7,0,0,2.6,29.7,0,0.9,13.4
146,Mooney2007,Jphyc,Dinophyta,Dinophyceae,Brachidiniales,Karlodinium,veneficum,80,12,20,32,Replete,0.2L-Bottle,,,Gse,prop,42.8,16.2,41,0.7,0,0,2.7,23.2,0,0.7,10.9
147,Mooney2007,Jphyc,Dinophyta,Dinophyceae,Brachidiniales,Karlodinium,veneficum,80,12,20,32,Replete,0.2L-Bottle,,,Gse,prop,33.8,14.8,51.4,0.5,0,0,2.3,34.9,0,0.9,10.3
148,Mooney2007,Jphyc,Dinophyta,Dinophyceae,Brachidiniales,Takayama,helix,80,12,17,32,Replete,0.2L-Bottle,,,Gse,prop,37.1,15.9,47,2.9,0,0,1.9,14.6,0,1.7,22.6
149,Mooney2007,Jphyc,Dinophyta,Dinophyceae,Brachidiniales,Takayama,tasmanica,80,12,17,32,Replete,0.2L-Bottle,,,Gse,prop,36.4,9.7,53.8,3.2,0,0,1.8,22.3,0,1.3,23.4
150,Marshall2002,JAppPhyc,Ochrophyta,Raphidophyceae,Chattonellales,Chattonella,marina,150,12,20,32,Replete,?Er.Flask,,,Gse,prop,35,15.8,47.8,1.9,0.2,0,13.7,0.4,1.7,22.9,3.4
151,Marshall2002,JAppPhyc,Ochrophyta,Raphidophyceae,Chattonellales,Chattonella,marina,150,12,20,32,Replete,?Er.Flask,,,Gse,prop,29.8,15.5,53.3,2.5,0.3,0,19,0.7,0,23.4,3.1
152,Marshall2002,JAppPhyc,Ochrophyta,Raphidophyceae,Chattonellales,Chattonella,marina,150,12,20,32,Replete,?Er.Flask,,,Gse,prop,28.2,24.3,46.4,1.5,0.3,0,12.7,0.7,5.5,18.5,3.3
153,Marshall2002,JAppPhyc,Ochrophyta,Raphidophyceae,Chattonellales,Chattonella,marina,150,12,20,32,Replete,?Er.Flask,,,Gse,prop,28.8,21,48.7,2,0.1,0,14.9,0.4,4.1,19.8,3.5
154,Marshall2002,JAppPhyc,Ochrophyta,Raphidophyceae,Chattonellales,Chattonella,antiqua,150,12,20,32,Replete,?Er.Flask,,,Gse,prop,34.8,20.3,42.3,2,0,0,12.5,0.4,3.7,17.7,2.9
155,Marshall2002,JAppPhyc,Ochrophyta,Raphidophyceae,Chattonellales,Chattonella,subsalsa,150,12,20,32,Replete,?Er.Flask,,,Gse,prop,30.6,21.2,46.3,3.1,0.4,0,13.2,1.5,2.9,19.5,3.2
156,Marshall2002,JAppPhyc,Ochrophyta,Raphidophyceae,Chattonellales,Heterosigma,akashiwo,150,12,20,32,Replete,?Er.Flask,,,Gse,prop,32.3,17.5,49.2,3.2,0.3,0,14.9,7.1,1.8,16.9,3.2
157,Marshall2002,JAppPhyc,Ochrophyta,Raphidophyceae,Chattonellales,Heterosigma,akashiwo,150,12,20,32,Replete,?Er.Flask,,,Gse,prop,29.2,16.5,51.7,1.7,0.1,0,19.5,6.7,0.8,18.7,3.1
158,Marshall2002,JAppPhyc,Ochrophyta,Raphidophyceae,Chattonellales,Heterosigma,akashiwo,150,12,20,32,Replete,?Er.Flask,,,Gse,prop,34.9,16.8,47.4,2.8,0.3,0,16.5,5.7,1.3,17.1,2.8
159,Marshall2002,JAppPhyc,Ochrophyta,Raphidophyceae,Chattonellales,Fibrocapsa,japonica,150,12,20,32,Replete,?Er.Flask,,,Gse,prop,27.6,11.6,54.5,2.9,1.3,0,26.6,0,4.4,17.4,0.4
160,Marshall2002,JAppPhyc,Ochrophyta,Raphidophyceae,Chattonellales,Unidentified,NA,150,12,20,32,Replete,?Er.Flask,,,Gse,prop,31.4,14.7,50.7,3.1,0.8,0,12,0,7.2,24.5,0.2
161,Marshall2002,JAppPhyc,Ochrophyta,Raphidophyceae,Unresolved,Olisthodiscus,luteus,150,12,20,32,Replete,?Er.Flask,,,Gse,prop,28.4,26.8,36.6,2.2,0.3,0,0.3,0,7.7,14.8,3.4
162,Vargas1998,Jphyc,Cyanobacteria,Cyanophyceae,Nostocales,Anabaena,sp,180,24,32.5,0,Replete,1L-FlaskHoriz,,,Moreno1995,prop,43.6,11.3,45,5.7,0,35.3,0,0,0,0,0
163,Vargas1998,Jphyc,Cyanobacteria,Cyanophyceae,Nostocales,Anabaena,variabilis,180,24,32.5,0,Replete,1L-FlaskHoriz,,,mod-Arnon1974,prop,37.8,21,41.1,8.6,0,32.3,0,0,0,0,0
164,Vargas1998,Jphyc,Cyanobacteria,Cyanophyceae,Nostocales,Anabaenopsis,sp,180,24,32.5,0,Replete,1L-FlaskHoriz,,,mod-Arnon1974,prop,46.7,11.9,41.5,16.2,3.6,16.8,4.6,0,0,0,0
165,Vargas1998,Jphyc,Cyanobacteria,Cyanophyceae,Nostocales,Nodularia,sp,180,24,32.5,0,Replete,1L-FlaskHoriz,,,mod-Arnon1974,prop,44.2,14.3,41.7,22.8,0,18.5,0,0,0,0,0
166,Vargas1998,Jphyc,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc,commune,180,24,32.5,0,Replete,1L-FlaskHoriz,,,mod-Arnon1974,prop,41.2,16.6,42.4,17.6,0,24,0,0,0,0,0
167,Vargas1998,Jphyc,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc,paludosum,180,24,32.5,0,Replete,1L-FlaskHoriz,,,mod-Arnon1974,prop,36.8,31.2,31.9,19.1,0,12.4,0,0,0,0,0
168,Vargas1998,Jphyc,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc,sp,180,24,32.5,0,Replete,1L-FlaskHoriz,,,mod-Arnon1974,prop,51.8,6.1,42.1,6.5,0,11.6,0,0,0,1.4,0
169,Vargas1998,Jphyc,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc,sp,180,24,32.5,0,Replete,1L-FlaskHoriz,,,mod-Arnon1974,prop,36,40.5,23.5,23.2,0,0,0,0,0,0,0
170,Vargas1998,Jphyc,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc,sp,180,24,32.5,0,Replete,1L-FlaskHoriz,,,mod-Arnon1974,prop,44.3,19.2,36.6,15.7,18,0.5,1.9,0,0,0,0
171,Vargas1998,Jphyc,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc,sp,180,24,32.5,0,Replete,1L-FlaskHoriz,,,mod-Arnon1974,prop,32.2,32,35.7,19.3,0,15.8,0,0,0,0,0
172,Vargas1998,Jphyc,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc,sp,180,24,32.5,0,Replete,1L-FlaskHoriz,,,mod-Arnon1974,prop,32.4,31.6,36,15.9,0,19.5,0,0,0,0,0
173,Vargas1998,Jphyc,Cyanobacteria,Cyanophyceae,Nostocales,Nostoc,sp,180,24,32.5,0,Replete,1L-FlaskHoriz,,,mod-Arnon1974,prop,31.5,35,33.6,15.5,0,16.4,0,0,0,0,0
174,Volkman1989,JEMBE,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,calcitrans,75,12,20,32,Replete,0.25L-Flask,,,f/2,prop,30.2,33.8,33.7,0.8,0.4,0.05,0.5,0,5.7,11.6,0.8
175,Volkman1989,JEMBE,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,gracilis,75,12,20,32,Replete,0.25L-Flask,,,f/2,prop,37.1,39.25,22.3,0.6,0.95,0,0.7,0,5.35,5.15,0.35
176,Volkman1989,JEMBE,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonema,costatum,75,12,20,32,Replete,0.25L-Flask,,,f/2,prop,39.2,32,26.1,2.2,0.3,0.3,2.2,0,0,6,2
177,Volkman1989,JEMBE,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,pseudonana,75,12,20,32,Replete,0.25L-Flask,,,G2,prop,27.2,19.5,52.6,0.4,0.2,0.1,5.3,0,0.3,19.3,3.9
178,Volkman1989,JEMBE,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysis,sp,75,12,20,32,Replete,0.25L-Flask,,,f/2,prop,32.2,26.1,41.3,2.5,2.4,3.6,17.4,2.5,0,0.2,8.3
179,Volkman1989,JEMBE,Haptophyta,Pavlovophyceae,Pavlovales,Pavlova,lutheri,75,12,20,32,Replete,0.25L-Flask,,,f/2,prop,35.9,20.4,42,1.5,0.4,1.8,6,0,0.05,19.7,9.4
180,Volkman1989,JEMBE,Chlorophyta,Chlorophyceae,Chlamydomonadales,Dunaliella,tertiolecta,75,12,20,32,Replete,0.25L-Flask,,,f/2,prop,15.4,5.2,77.9,4.8,2.7,43.5,1,0,0,0,0
181,Volkman1989,JEMBE,Chlorophyta,Trebouxiophyceae,Chlorellales,Nannochloris,atomus,75,12,20,32,Replete,0.25L-Flask,,,f/2,prop,22.1,16.6,59,10.3,0.05,21.7,2.7,0,0.5,3.2,0.05
182,Volkman1989,JEMBE,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Tetraselmis,suecica,75,12,20,32,Replete,0.25L-Flask,,,f/2,prop,24.55,18.6,54.6,13.85,1.7,7.85,6.6,0,1.8,4.8,0.05
183,Volkman1989,JEMBE,Cryptophyta,Cryptophyceae,Pyrenomonadales,Chroomonas,salina,75,12,20,32,Replete,0.25L-Flask,,,fE,prop,23.85,8.25,66.35,11.05,2.8,13.05,20.55,0,0.95,11.4,5.45
184,Tremblay2007,Aquaculture,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,gracilis,20,24,20,32,Replete,18L-Carboy,,,Conway,prop,45.45,27.13,24.31,0.18,0.46,0,0.72,0,0.1,10.71,1.14
185,Tremblay2007,Aquaculture,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonema,costatum,20,24,20,32,Replete,18L-Carboy,,,Conway,prop,22.27,18.43,52.64,2.46,0.07,0.99,3.75,0,0.27,13.8,5.3
186,Tremblay2007,Aquaculture,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,salina,20,24,20,32,Replete,18L-Carboy,,,Conway,prop,37.11,15.61,46.77,15.01,3.27,7.98,7.8,0,2.98,4.78,3.58
187,Wacker2002,L&O,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysis,galbana,100,24,20,32,Replete,NA,,T-Iso,ASW,prop,29.52258706,31.01734918,39.45178253,4.281396215,0.327108608,12.88145418,10.97677115,0,0.285702455,1.536168275,9.163181649
188,Wacker2002,L&O,Ochrophyta,Eustigmatophyceae,Eustigmatales,Nannochloropsis,limnetica,100,24,20,0,Replete,NA,,,mod-WC,prop,23.37129373,37.72784788,38.84614069,2.034814131,0.810505797,0.314626723,0,0,4.999829007,29.98529462,0
189,Wacker2002,L&O,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorella,minutissima,100,24,20,0,Replete,NA,,,mod-WC,prop,25.85097892,17.61115545,56.42048922,7.070754496,0.633832574,43.88468942,4.831212733,0,0,0,0
190,Wacker2002,L&O,Chlorophyta,Chlorophyceae,Sphaeropleales,Monoraphidium,minutum,100,24,20,0,Replete,NA,,,mod-WC,prop,27.11931793,37.54472766,35.10624199,7.774881831,0.59195123,24.08004594,2.65936299,0,0,0,0
191,Wacker2002,L&O,Cyanobacteria,Cyanophyceae,Chroococcales,Aphanothece,sp,100,24,20,0,Replete,NA,,,mod-WC,prop,57.22840034,41.36013687,1.432848589,0.096236099,0,0,0.459794696,0,0,0,0.577416595
192,MullerNavarra2006,ArchHyd,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,obliquus,100,24,20,0,Replete,3L-Flask,,,Chu,prop,30.87050188,35.28285327,33.84664486,11.44179366,0.614378042,17.91271044,2.74475385,0,0,0,0.07181042
193,MullerNavarra2006,ArchHyd,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,erosa,100,24,20,0,Replete,3L-Flask,,,Chu,prop,28.42570414,11.48509127,60.09333443,7.702155778,0.433633435,25.61741141,12.2408524,0,0.11150574,11.66267449,1.148096143
194,MullerNavarra2006,ArchHyd,Ochrophyta,Bacillariophyceae,Bacillariales,Nitzschia,palea,100,24,20,0,Replete,3L-Flask,,,Chu,prop,40.60328758,31.8378241,27.5758346,1.991187934,2.253855279,0.050838841,0.546517539,0,2.774953398,13.65446534,1.508218946
195,Viso1993,PhytoChem,Ochrophyta,Fragilariophyceae,Fragilariales,Asterionella,glacialis,180,12,18,32,Replete,1L-Flask,,,f/2,prop,53.5,35.5,11,1.7,0,1,0,0,0,3.1,0
196,Viso1993,PhytoChem,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,affinis,180,12,18,32,Replete,1L-Flask,,,f/2,prop,50.7,45.1,4.3,1.3,0,0.8,0,0,0,0.6,0.1
197,Viso1993,PhytoChem,Ochrophyta,Bacillariophyceae,Bacillariales,Nitzschia,closterium,180,12,18,32,Replete,1L-Flask,,,f/2,prop,51.3,35.6,13.2,2.7,0.7,1.6,1,0,1.4,2.6,1.9
198,Viso1993,PhytoChem,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,180,12,18,32,Replete,1L-Flask,,,f/2,prop,36.15,37.8,26.2,4.1,0.2,2.8,0.2,0,0,12.5,0.8
199,Viso1993,PhytoChem,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,sp,180,12,18,32,Replete,1L-Flask,,,f/2,prop,63.55,26.8,9.6,1.7,0,1.2,1.9,0,0,1.7,0
200,Viso1993,PhytoChem,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,weissflogii,180,12,18,32,Replete,1L-Flask,,,f/2,prop,57.4,30.6,12.3,0,1,0,0.3,0,0,3.8,0.1
201,Viso1993,PhytoChem,Dinophyta,Dinophyceae,Gymnodiniales,Amphidinium,sp,180,12,18,32,Replete,1L-Flask,,,f/2,prop,54.2,18.4,27.5,0.4,0,0.2,0.6,0.6,0,8,17.4
202,Viso1993,PhytoChem,Dinophyta,Dinophyceae,Procentrales,Prorocentrum,micans,180,12,18,32,Replete,1L-Flask,,,f/2,prop,72.4,12.4,15.3,0.7,0,4.5,3.3,3.9,0,0.1,2.8
203,Viso1993,PhytoChem,Dinophyta,Dinophyceae,Peridinales,Scrippsiella,trochoidea,180,12,18,32,Replete,1L-Flask,,,f/2,prop,67.35,17.2,15.6,0.8,0,2,3.2,5.3,0,0.1,4.2
204,Viso1993,PhytoChem,Chlorophyta,Chlorophyceae,Chlamydomonadales,Dunaliella,bioculata,180,12,18,32,Replete,1L-Flask,,,f/2,prop,29.9,9.2,63.9,6.8,0.8,37,3,0,0,0,0
205,Viso1993,PhytoChem,Chlorophyta,Chlorophyceae,Chlamydomonadales,Dunaliella,minuta,180,12,18,32,Replete,1L-Flask,,,f/2,prop,23.15,12,63.9,7.7,1,37.1,4,0,0.3,0,0
206,Viso1993,PhytoChem,Chlorophyta,Chlorophyceae,Chlamydomonadales,Dunaliella,primolecta,180,12,18,32,Replete,1L-Flask,,,f/2,prop,23.4,10.9,64.95,6.2,1,38.8,4.1,0,0.05,0,0
207,Viso1993,PhytoChem,Chlorophyta,Trebouxiophyceae,Chlorellales,Nannochloris,sp,180,12,18,32,Replete,1L-Flask,,,f/2,prop,18.45,74,7.7,0.6,0,0.8,0.3,0,5.8,0,0
208,Viso1993,PhytoChem,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Tetraselmis,marina,180,12,18,32,Replete,1L-Flask,,,f/2,prop,35,22.1,43,1.6,0.2,16,8,0,0,5.8,0
209,Viso1993,PhytoChem,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Tetraselmis,suecica,180,12,18,32,Replete,1L-Flask,,,f/2,prop,41.8,21.3,37.1,5,0,11.5,6.7,0.7,0,4.2,0.8
210,Viso1993,PhytoChem,Haptophyta,Coccolithophyceae,Isochrysidales,Chrysotila,stipitata,180,12,18,32,Replete,1L-Flask,,,f/2,prop,54.1,33.4,12.5,5.3,0.6,4,2.3,0,0,0,0.3
211,Viso1993,PhytoChem,Haptophyta,Coccolithophyceae,Isochrysidales,Chrysotila,Iamellosa,180,12,18,32,Replete,1L-Flask,,,f/2,prop,48.9,36.2,15.1,5.5,0.7,4.8,3.3,0,0,0.3,0.5
212,Viso1993,PhytoChem,Haptophyta,Coccolithophyceae,Coccolithales,Hymenomonas,elongata,180,12,18,32,Replete,1L-Flask,,,f/2,prop,50.7,16.3,33.1,13.5,0,5.5,7.9,3.2,0,1.3,1.2
213,Viso1993,PhytoChem,Haptophyta,Coccolithophyceae,Isochrysidales,Emiliania,huxleyi,180,12,18,32,Replete,1L-Flask,,,f/2,prop,61,23.8,15.4,0.8,0,4.8,4.4,3.9,0,0,1.5
214,Viso1993,PhytoChem,Haptophyta,Pavlovophyceae,Pavlovales,Pavlova,pinguis,180,12,18,32,Replete,1L-Flask,,,f/2,prop,74.9,18.8,6.4,1.7,0,0.5,0.9,0,0,3.1,0.2
215,Viso1993,PhytoChem,Cryptophyta,Cryptophyceae,Pyrenomonadales,Chroomonas,fragarioides,180,12,18,32,Replete,1L-Flask,,,f/2,prop,33.8,26.1,40.8,17.6,0,0,16.2,0,0,4.7,2.3
216,Viso1993,PhytoChem,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,lens,180,12,18,32,Replete,1L-Flask,,,f/2,prop,38.3,27.9,33,16.9,0,0,13.5,0,0,1.3,1.3
217,Viso1993,PhytoChem,Ochrophyta,Raphidophyceae,Chattonellales,Heterosigma,akashiwo,180,12,18,32,Replete,1L-Flask,,,f/2,prop,52.75,23.2,23.9,1.6,0,4.1,7.1,1.6,0,8.4,0.7
218,Viso1993,PhytoChem,Rhodophyta,Porphyridiophyceae,Porphyridiales,Porphyridium,cruentum,180,12,18,32,Replete,1L-Flask,,,f/2,prop,43.4,45.8,11,0.4,0,0.6,0.4,0,0,4.1,0.1
219,Viso1993,PhytoChem,Ochrophyta,Xanthophyceae,Tribonematales,Heterothrix,sp,180,12,18,32,Replete,1L-Flask,,,f/2,prop,46.5,7.6,45.6,2.5,0.2,6.6,0.9,0,24.9,8.3,0
